,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Bancroft,808.0,12.73,21.53,237.0,31055.0,47600.0,26.1,98.51,0.0,1.24,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
1,2001,Bancroft,808.0,12.73,21.53,237.0,31055.0,47600.0,26.1,98.51,0.0,1.24,0.0,0.0,0.0,75.0,1.0,1.0,1.14,1.14
2,2002,Bancroft,808.0,12.73,21.53,237.0,31055.0,47600.0,26.1,98.51,0.0,1.24,0.0,0.0,0.0,74.0,2.0,2.0,2.3,2.3
3,2003,Bancroft,808.0,12.73,21.53,237.0,31055.0,47600.0,26.1,98.51,0.0,1.24,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0
4,2004,Bancroft,808.0,12.73,21.53,237.0,31055.0,47600.0,26.1,98.51,0.0,1.24,0.0,0.0,0.0,73.0,3.0,2.0,2.33,4.65
5,2005,Bancroft,700.0,3.0,19.17,438.0,47375.0,67800.0,28.5,97.29,0.0,2.14,0.57,0.0,0.0,73.0,4.0,2.0,2.33,5.81
6,2006,Bancroft,700.0,3.0,19.17,438.0,47375.0,67800.0,28.5,97.29,0.0,2.14,0.57,0.0,0.0,73.0,0.0,0.0,0.0,0.0
7,2007,Bancroft,700.0,3.0,19.17,438.0,47375.0,67800.0,28.5,97.29,0.0,2.14,0.57,0.0,0.0,72.0,3.0,2.0,2.35,3.53
8,2008,Bancroft,700.0,3.0,19.17,438.0,47375.0,67800.0,28.5,97.29,0.0,2.14,0.57,0.0,0.0,72.0,0.0,0.0,0.0,0.0
9,2009,Bancroft,700.0,3.0,19.17,438.0,47375.0,67800.0,28.5,97.29,0.0,2.14,0.57,0.0,0.0,71.0,0.0,0.0,0.0,0.0
10,2010,Bancroft,732.0,9.18,24.44,446.0,34539.0,69500.0,28.9,98.77,0.14,0.27,0.27,0.0,0.0,71.0,1.0,1.0,1.19,1.19
11,2011,Bancroft,747.0,7.0,27.04,525.0,44375.0,95000.0,24.0,93.57,2.95,2.41,0.0,0.0,0.0,71.0,1.0,0.0,0.0,1.19
12,2012,Bancroft,747.0,7.0,27.04,525.0,44375.0,95000.0,24.0,93.57,2.95,2.41,0.0,0.0,0.0,72.0,1.0,1.0,1.18,1.18
13,2013,Bancroft,747.0,7.0,27.04,525.0,44375.0,95000.0,24.0,93.57,2.95,2.41,0.0,0.0,0.0,72.0,1.0,1.0,1.18,1.18
14,2014,Bancroft,747.0,7.0,27.04,525.0,44375.0,95000.0,24.0,93.57,2.95,2.41,0.0,0.0,0.0,72.0,2.0,1.0,1.18,2.35
15,2015,Bancroft,747.0,7.0,27.04,525.0,44375.0,95000.0,24.0,93.57,2.95,2.41,0.0,0.0,0.0,73.0,2.0,2.0,2.33,2.33
16,2016,Bancroft,747.0,7.0,27.04,525.0,44375.0,95000.0,24.0,93.57,2.95,2.41,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0
