,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Lamoni,2444.0,19.6,45.84,341.0,24735.0,68900.0,29.1,90.51,2.91,2.78,0.08,1.55,0.33,375.0,0.0,0.0,0.0,0.0
1,2001,Lamoni,2444.0,19.6,45.84,341.0,24735.0,68900.0,29.1,90.51,2.91,2.78,0.08,1.55,0.33,372.0,3.0,2.0,0.53,0.78
2,2002,Lamoni,2444.0,19.6,45.84,341.0,24735.0,68900.0,29.1,90.51,2.91,2.78,0.08,1.55,0.33,369.0,5.0,5.0,1.33,1.33
3,2003,Lamoni,2444.0,19.6,45.84,341.0,24735.0,68900.0,29.1,90.51,2.91,2.78,0.08,1.55,0.33,366.0,2.0,2.0,0.52,0.52
4,2004,Lamoni,2444.0,19.6,45.84,341.0,24735.0,68900.0,29.1,90.51,2.91,2.78,0.08,1.55,0.33,363.0,1.0,1.0,0.26,0.26
5,2005,Lamoni,2697.0,20.84,48.44,472.0,34125.0,84700.0,35.0,86.76,2.48,4.08,0.82,2.37,0.0,360.0,1.0,1.0,0.28,0.28
6,2006,Lamoni,2697.0,20.84,48.44,472.0,34125.0,84700.0,35.0,86.76,2.48,4.08,0.82,2.37,0.0,356.0,1.0,1.0,0.27,0.27
7,2007,Lamoni,2697.0,20.84,48.44,472.0,34125.0,84700.0,35.0,86.76,2.48,4.08,0.82,2.37,0.0,354.0,1.0,1.0,0.27,0.27
8,2008,Lamoni,2697.0,20.84,48.44,472.0,34125.0,84700.0,35.0,86.76,2.48,4.08,0.82,2.37,0.0,351.0,2.0,2.0,0.56,0.56
9,2009,Lamoni,2697.0,20.84,48.44,472.0,34125.0,84700.0,35.0,86.76,2.48,4.08,0.82,2.37,0.0,348.0,0.0,0.0,0.0,0.0
10,2010,Lamoni,2324.0,12.75,45.84,505.0,34539.0,83800.0,27.0,85.8,5.59,4.48,0.56,1.08,0.69,345.0,4.0,3.0,0.84,1.12
11,2011,Lamoni,2559.0,13.07,45.85,453.0,32277.0,94600.0,30.4,83.55,5.04,6.68,1.48,0.0,0.51,349.0,5.0,2.0,0.55,1.39
12,2012,Lamoni,2559.0,13.07,45.85,453.0,32277.0,94600.0,30.4,83.55,5.04,6.68,1.48,0.0,0.51,353.0,3.0,3.0,0.83,0.83
13,2013,Lamoni,2559.0,13.07,45.85,453.0,32277.0,94600.0,30.4,83.55,5.04,6.68,1.48,0.0,0.51,356.0,0.0,0.0,0.0,0.0
14,2014,Lamoni,2559.0,13.07,45.85,453.0,32277.0,94600.0,30.4,83.55,5.04,6.68,1.48,0.0,0.51,359.0,1.0,1.0,0.28,0.28
15,2015,Lamoni,2559.0,13.07,45.85,453.0,32277.0,94600.0,30.4,83.55,5.04,6.68,1.48,0.0,0.51,364.0,3.0,2.0,0.52,0.79
16,2016,Lamoni,2559.0,13.07,45.85,453.0,32277.0,94600.0,30.4,83.55,5.04,6.68,1.48,0.0,0.51,367.0,0.0,0.0,0.0,0.0
