,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Montezuma,1440.0,6.42,32.61,403.0,35820.0,73800.0,19.8,98.33,0.28,0.42,0.07,0.35,0.0,187.0,1.0,1.0,0.51,0.51
1,2001,Montezuma,1440.0,6.42,32.61,403.0,35820.0,73800.0,19.8,98.33,0.28,0.42,0.07,0.35,0.0,189.0,4.0,4.0,2.0,2.0
2,2002,Montezuma,1440.0,6.42,32.61,403.0,35820.0,73800.0,19.8,98.33,0.28,0.42,0.07,0.35,0.0,190.0,7.0,4.0,1.98,3.47
3,2003,Montezuma,1440.0,6.42,32.61,403.0,35820.0,73800.0,19.8,98.33,0.28,0.42,0.07,0.35,0.0,192.0,4.0,1.0,0.49,1.96
4,2004,Montezuma,1440.0,6.42,32.61,403.0,35820.0,73800.0,19.8,98.33,0.28,0.42,0.07,0.35,0.0,194.0,5.0,1.0,0.49,2.43
5,2005,Montezuma,1529.0,7.14,34.8,508.0,44693.0,92500.0,21.6,95.75,0.2,3.07,0.0,0.2,0.65,196.0,4.0,4.0,1.92,1.92
6,2006,Montezuma,1529.0,7.14,34.8,508.0,44693.0,92500.0,21.6,95.75,0.2,3.07,0.0,0.2,0.65,197.0,2.0,2.0,0.96,0.96
7,2007,Montezuma,1529.0,7.14,34.8,508.0,44693.0,92500.0,21.6,95.75,0.2,3.07,0.0,0.2,0.65,199.0,6.0,5.0,2.37,2.84
8,2008,Montezuma,1529.0,7.14,34.8,508.0,44693.0,92500.0,21.6,95.75,0.2,3.07,0.0,0.2,0.65,201.0,8.0,6.0,2.82,3.76
9,2009,Montezuma,1529.0,7.14,34.8,508.0,44693.0,92500.0,21.6,95.75,0.2,3.07,0.0,0.2,0.65,203.0,7.0,5.0,2.33,3.26
10,2010,Montezuma,1462.0,9.35,33.7,607.0,48816.0,104100.0,23.0,97.33,0.41,1.37,0.34,0.07,0.0,205.0,13.0,9.0,4.61,6.45
11,2011,Montezuma,1576.0,12.03,32.18,578.0,50966.0,105700.0,23.1,99.18,0.0,0.0,0.0,0.0,0.0,207.0,11.0,4.0,1.82,5.45
12,2012,Montezuma,1576.0,12.03,32.18,578.0,50966.0,105700.0,23.1,99.18,0.0,0.0,0.0,0.0,0.0,209.0,17.0,3.0,1.35,8.11
13,2013,Montezuma,1576.0,12.03,32.18,578.0,50966.0,105700.0,23.1,99.18,0.0,0.0,0.0,0.0,0.0,212.0,16.0,7.0,3.11,7.56
14,2014,Montezuma,1576.0,12.03,32.18,578.0,50966.0,105700.0,23.1,99.18,0.0,0.0,0.0,0.0,0.0,214.0,5.0,1.0,0.44,2.2
15,2015,Montezuma,1576.0,12.03,32.18,578.0,50966.0,105700.0,23.1,99.18,0.0,0.0,0.0,0.0,0.0,217.0,8.0,3.0,1.3,3.91
16,2016,Montezuma,1576.0,12.03,32.18,578.0,50966.0,105700.0,23.1,99.18,0.0,0.0,0.0,0.0,0.0,219.0,13.0,7.0,3.02,6.03
