,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Glidden,1253.0,5.67,22.66,322.0,35333.0,66200.0,19.6,98.96,0.08,0.24,0.24,0.16,0.0,105.0,1.0,1.0,0.95,0.95
1,2002,Glidden,1253.0,5.67,22.66,322.0,35333.0,66200.0,19.6,98.96,0.08,0.24,0.24,0.16,0.0,103.0,0.0,0.0,0.0,0.0
2,2003,Glidden,1253.0,5.67,22.66,322.0,35333.0,66200.0,19.6,98.96,0.08,0.24,0.24,0.16,0.0,103.0,1.0,1.0,0.97,0.97
3,2004,Glidden,1253.0,5.67,22.66,322.0,35333.0,66200.0,19.6,98.96,0.08,0.24,0.24,0.16,0.0,102.0,0.0,0.0,0.0,0.0
4,2005,Glidden,1030.0,3.67,18.7,349.0,48684.0,87000.0,18.6,99.13,0.0,0.49,0.0,0.1,0.0,101.0,3.0,3.0,2.95,2.95
5,2006,Glidden,1030.0,3.67,18.7,349.0,48684.0,87000.0,18.6,99.13,0.0,0.49,0.0,0.1,0.0,101.0,2.0,2.0,1.97,1.97
6,2007,Glidden,1030.0,3.67,18.7,349.0,48684.0,87000.0,18.6,99.13,0.0,0.49,0.0,0.1,0.0,100.0,1.0,1.0,1.0,1.0
7,2008,Glidden,1030.0,3.67,18.7,349.0,48684.0,87000.0,18.6,99.13,0.0,0.49,0.0,0.1,0.0,99.0,3.0,3.0,3.0,3.0
8,2009,Glidden,1030.0,3.67,18.7,349.0,48684.0,87000.0,18.6,99.13,0.0,0.49,0.0,0.1,0.0,98.0,3.0,1.0,1.01,3.04
9,2010,Glidden,1146.0,7.06,21.12,472.0,45000.0,87400.0,28.3,98.52,0.0,0.61,0.44,0.09,0.0,98.0,1.0,1.0,1.02,1.02
10,2011,Glidden,1336.0,8.78,21.56,509.0,55625.0,92300.0,25.7,95.51,1.05,2.62,0.3,0.0,0.52,99.0,1.0,0.0,0.0,1.01
11,2012,Glidden,1336.0,8.78,21.56,509.0,55625.0,92300.0,25.7,95.51,1.05,2.62,0.3,0.0,0.52,99.0,1.0,0.0,0.0,1.01
12,2013,Glidden,1336.0,8.78,21.56,509.0,55625.0,92300.0,25.7,95.51,1.05,2.62,0.3,0.0,0.52,100.0,2.0,2.0,1.99,1.99
13,2014,Glidden,1336.0,8.78,21.56,509.0,55625.0,92300.0,25.7,95.51,1.05,2.62,0.3,0.0,0.52,100.0,1.0,0.0,0.0,0.13
14,2015,Glidden,1336.0,8.78,21.56,509.0,55625.0,92300.0,25.7,95.51,1.05,2.62,0.3,0.0,0.52,101.0,1.0,1.0,0.98,0.98
15,2016,Glidden,1336.0,8.78,21.56,509.0,55625.0,92300.0,25.7,95.51,1.05,2.62,0.3,0.0,0.52,101.0,0.0,0.0,0.0,0.0
