Mon May 07 20:02:57 +0000 2018	@Hawks101101 @abrandenburg10  https://t.co/YlR6AmE6hB
Mon May 07 19:59:49 +0000 2018	Want to work at Robert Half Technology? We're #hiring in #CedarRapids, IA! Click for details:… https://t.co/0UepLZpJ84
Mon May 07 19:59:34 +0000 2018	@youngroulade this is what I was telling you about https://t.co/smQchOvdc7
Mon May 07 19:59:21 +0000 2018	Do you know how easy it is to make your girl happy or all you have to do is go the extra mile or extra effort not that hard.
Mon May 07 19:59:10 +0000 2018	Join the Forward Air Transportation Services team! See our latest #job opening here: https://t.co/Gh6i1ZLKuF #CDL… https://t.co/Y2OGZU5VvM
Mon May 07 19:58:47 +0000 2018	Want to work in #CedarRapids, IA? View our latest opening: https://t.co/s1oQ9xi4H6 #Finance #Job #Jobs #Hiring #CareerArc
Mon May 07 19:55:19 +0000 2018	Can you recommend anyone for this #job in #CedarRapids, IA? https://t.co/nVmgWGcX4g #Engineering #Hiring #CareerArc
Mon May 07 19:54:58 +0000 2018	See our latest #CedarRapids, IA #job and click to apply: Installation Technician - https://t.co/5uf45KhCcQ #technician #Hiring #CareerArc
Mon May 07 19:54:58 +0000 2018	We're #hiring! Click to apply: Recruiter - https://t.co/P9ExMZRG2m #KellyJobs #KellyServices #HR #CedarRapids, IA #Job #Jobs #CareerArc
Mon May 07 19:54:50 +0000 2018	Join the U.S. Bank team! See our latest #job opening here: https://t.co/CuXRsL0rDS #Banking #CedarRapids, IA #Hiring #CareerArc
Mon May 07 19:54:50 +0000 2018	Can you recommend anyone for this #job in #CedarRapids, IA? https://t.co/PE7r8MQ6rP #SupplyChain #Hiring #CareerArc
Mon May 07 19:54:39 +0000 2018	Want to work in #CedarRapids, IA? View our latest opening: https://t.co/HM2xfdqyzg #KellyJobs #KellyServices #IT… https://t.co/qbSFahHB2H
Mon May 07 19:54:33 +0000 2018	Can you recommend anyone for this #job? Store Team Member - https://t.co/2y8AjdWdU9 #Retail #CedarRapids, IA #Hiring #CareerArc
Mon May 07 19:54:29 +0000 2018	Interested in a #job in #CedarRapids, IA? This could be a great fit: https://t.co/yqzmcgDgP7 #CustomerService #Hiring #CareerArc
Mon May 07 19:54:29 +0000 2018	We're #hiring! Click to apply: Risk Manager - https://t.co/9Apm7hOeoN #BusinessMgmt #CedarRapids, IA #Job #Jobs #CareerArc
