,index,0
0,"Cedar Falls, IA",42.536881
1,"Denver, IA",42.671338
2,"Dunkerton, IA",42.555350999999995
3,"Mount Auburn, IA",42.297253
4,"Boone, IA",42.026250999999995
5,"Madrid, IA",41.863468999999995
6,"Ogden, IA",42.063525
7,"Waverly, IA",42.725764
8,"Readlyn, IA",42.729502
9,"Plainfield, IA",42.828817
10,"Janesville, IA",42.642247999999995
11,"Hazleton, IA",42.569657
12,"Jesup, IA",42.482654
13,"Independence, IA",42.458304
14,"Webb, IA",42.909701999999996
15,"Albert City, IA",42.792381999999996
16,"Newell, IA",42.560973999999995
17,"Storm Lake, IA",42.661935
18,"Dougherty, IA",42.907494
19,"Greene, IA",42.907309999999995
20,"New Hartford, IA",42.555854
21,"Lake City, IA",42.267387
22,"Glidden, IA",42.055282
23,"Arcadia, IA",42.107592
24,"Carroll, IA",42.071829
25,"Coon Rapids, IA",41.950505
26,"Gray, IA",41.863023999999996
27,"Guttenberg, IA",42.8357049666267
28,"Clinton, IA",41.877235
29,"Camanche, IA",41.7829647650695
30,"De Witt, IA",41.858639
31,"Wheatland, IA",41.798766
32,"Lost Nation, IA",42.003800999999996
33,"Preston, IA",42.033336
34,"Schleswig, IA",42.210701
35,"Denison, IA",42.02558
36,"Manilla, IA",41.907213999999996
37,"Perry, IA",41.838342
38,"Dexter, IA",41.373754999999996
39,"Adel, IA",41.614903
40,"Waukee, IA",41.572846
41,"Clive, IA",41.600451
42,"Milton, IA",40.748351
43,"Lamoni, IA",40.609128
44,"Greeley, IA",42.565539
45,"Manchester, IA",42.487628
46,"Hopkinton, IA",42.337359
47,"Prairieburg, IA",42.296358999999995
48,"Burlington, IA",40.800259
49,"West Burlington, IA",40.892021
50,"Mediapolis, IA",40.993396
51,"Spirit Lake, IA",43.425554
52,"Wahpeton, IA",43.392964
53,"Dubuque, IA",42.51659
54,"Asbury, IA",42.529343
55,"Farley, IA",42.382439999999995
56,"New Vienna, IA",42.558658
57,"Dyersville, IA",42.471264999999995
58,"Armstrong, IA",43.5005831709068
59,"Estherville, IA",43.382579
60,"Manning, IA",41.863374
61,"Wiota, IA",41.428258
62,"Anita, IA",41.417581
63,"Massena, IA",41.330971
64,"Atlantic, IA",41.378361999999996
65,"Lowden, IA",41.837002
66,"Tipton, IA",41.757822
67,"Bennett, IA",41.740072999999995
68,"West Branch, IA",41.616780999999996
69,"Mason City, IA",43.097491
70,"Clear Lake, IA",43.061825
71,"Rockwell, IA",42.994271999999995
72,"Cherokee, IA",42.727771999999995
73,"Marcus, IA",42.699818
74,"Aurelia, IA",42.748688
75,"Alta Vista, IA",43.169371999999996
76,"Nashua, IA",42.997619
77,"New Hampton, IA",43.082871
78,"Osceola, IA",41.104811
79,"Dickens, IA",43.155888999999995
80,"Spencer, IA",43.141337
81,"Royal, IA",43.098186
82,"Monona, IA",43.044531
83,"Casey, IA",41.565255
84,"Greenfield, IA",41.294405
85,"Waukon, IA",43.182488
86,"Moulton, IA",40.692744999999995
87,"Centerville, IA",40.732507
88,"Audubon, IA",41.703188
89,"Elberon, IA",42.036024999999995
90,"Vinton, IA",42.141253
91,"Van Horne, IA",41.963623999999996
92,"Waterloo, IA",42.498363999999995
93,"Elk Run Heights, IA",42.448564999999995
94,"Iowa City, IA",41.663945999999996
95,"Coralville, IA",41.657132
96,"North Liberty, IA",41.742914999999996
97,"University Heights, IA",41.656998
98,"Oxford, IA",41.686702
99,"Tiffin, IA",41.703655999999995
100,"Lone Tree, IA",41.510328
101,"Anamosa, IA",42.104987
102,"Monticello, IA",42.250278
103,"Webster, IA",41.423988
104,"What Cheer, IA",41.408803999999996
105,"Hedrick, IA",41.180004
106,"Swea City, IA",43.327228
107,"Woden, IA",43.255328999999996
108,"Algona, IA",43.057561
109,"Fort Madison, IA",40.65079
110,"Montrose, IA",40.455635953139904
111,"Keokuk, IA",40.39892
112,"Robins, IA",42.036018
113,"Hiawatha, IA",42.012381
114,"Cedar Rapids, IA",41.93548
115,"Fairfax, IA",41.940785999999996
116,"Center Point, IA",42.210406
117,"Springville, IA",42.050174999999996
118,"Lisbon, IA",41.893889
119,"West Union, IA",42.964197
120,"Oelwein, IA",42.67856
121,"Waucoma, IA",43.030705
122,"Floyd, IA",43.155854
123,"Charles City, IA",43.083169999999996
124,"Sheffield, IA",42.876939
125,"Hampton, IA",42.687354
126,"Hamburg, IA",40.6742629019292
127,"Jefferson, IA",41.979164
128,"Dike, IA",42.469766
129,"Wellsburg, IA",42.375685
130,"Grundy Center, IA",42.354462
131,"Guthrie Center, IA",41.674765
132,"Stuart, IA",41.503747
133,"Jewell Junction, IA",42.310609
134,"Webster City, IA",42.471802
135,"Garner, IA",43.097802
136,"Klemme, IA",43.045519999999996
137,"Britt, IA",43.101535999999996
138,"Ackley, IA",42.556675
139,"Iowa Falls, IA",42.528683
140,"Roland, IA",42.209316
141,"Eldora, IA",42.360766999999996
142,"Little Sioux, IA",41.83608675980379
143,"Logan, IA",41.569054
144,"Missouri Valley, IA",41.50695922694919
145,"Winfield, IA",41.162405
146,"Mount Pleasant, IA",40.974004
147,"Cresco, IA",43.443475
148,"Elma, IA",43.262628
149,"Ottosen, IA",42.891709
150,"Humboldt, IA",42.731942
151,"Ida Grove, IA",42.341435
152,"Marengo, IA",41.787358999999995
153,"Williamsburg, IA",41.659216
154,"Bellevue, IA",42.2539962059879
155,"Maquoketa, IA",42.032821999999996
156,"Kellogg, IA",41.790723
157,"Baxter, IA",41.776496
158,"Lambs Grove, IA",41.68834
159,"Newton, IA",41.692831999999996
160,"Prairie City, IA",41.601009
161,"Eldon, IA",40.921211
162,"Fairfield, IA",40.995692999999996
163,"Remsen, IA",42.779328
164,"Kingsley, IA",42.575461999999995
165,"Merrill, IA",42.749597
166,"Laurens, IA",42.828585
167,"Fonda, IA",42.589023999999995
168,"Pleasant Hill, IA",41.580912999999995
169,"Des Moines, IA",41.649601
170,"Windsor Heights, IA",41.600460999999996
171,"Johnston, IA",41.643829
172,"West Des Moines, IA",41.580481999999996
173,"Norwalk, IA",41.482974999999996
174,"Ankeny, IA",41.688387999999996
175,"Urbandale, IA",41.647355
176,"Altoona, IA",41.658538
177,"Columbus Junction, IA",41.278926999999996
178,"Wapello, IA",41.189401
179,"Chariton, IA",41.032634
180,"George, IA",43.31583
181,"Rock Rapids, IA",43.5003920125886
182,"Inwood, IA",43.272462999999995
183,"Winterset, IA",41.326369
184,"Fremont, IA",41.272082
185,"New Sharon, IA",41.509158
186,"Oskaloosa, IA",41.294489999999996
187,"Pleasantville, IA",41.31413
188,"Pella, IA",41.397234
189,"Knoxville, IA",41.248239
190,"Marshalltown, IA",42.011925999999995
191,"State Center, IA",42.022073999999996
192,"Melbourne, IA",41.935614
193,"Gilman, IA",41.862373
194,"Imogene, IA",40.91599
195,"Glenwood, IA",41.035047999999996
196,"Osage, IA",43.295077
197,"Stacyville, IA",43.4995623469449
198,"Onawa, IA",42.028009999999995
199,"Albia, IA",41.073164
200,"Elliott, IA",41.079898
201,"Red Oak, IA",40.998269
202,"Stanton, IA",40.944281
203,"Wilton, IA",41.583605999999996
204,"West Liberty, IA",41.560817
205,"Muscatine, IA",41.404839277348394
206,"Hartley, IA",43.186851
207,"Sanborn, IA",43.186032999999995
208,"Sheldon, IA",43.171397999999996
209,"Paullina, IA",42.997461
210,"Ashton, IA",43.258178
211,"Essex, IA",40.825393999999996
212,"Shenandoah, IA",40.74283
213,"Clarinda, IA",40.739336
214,"Emmetsburg, IA",43.111951
215,"Le Mars, IA",42.793065
216,"Craig, IA",42.909380999999996
217,"Rock Valley, IA",43.162384855952396
218,"Hawarden, IA",42.997652342868896
219,"Alton, IA",42.997325
220,"Orange City, IA",43.005863999999995
221,"Sioux Center, IA",43.084364
222,"Ames, IA",42.005631
223,"Colo, IA",41.964712
224,"Nevada, IA",42.022607
225,"Zearing, IA",42.209012
226,"Story City, IA",42.195037
227,"Dysart, IA",42.181214999999995
228,"Traer, IA",42.18112
229,"Vining, IA",41.964119
230,"Lenox, IA",40.899414
231,"Lorimor, IA",41.156762
232,"Creston, IA",41.071000000000005
233,"Cantril, IA",40.612057
234,"Eddyville, IA",41.161348
235,"Ottumwa, IA",40.994803
236,"Granger, IA",41.761032
237,"Grimes, IA",41.717456
238,"Carter Lake, IA",41.290057647058795
239,"Silver City, IA",41.131195
240,"Oakland, IA",41.316741
241,"Council Bluffs, IA",41.160268970041194
242,"Brooklyn, IA",41.775223
243,"Grinnell, IA",41.738157
244,"Mount Ayr, IA",40.696594
245,"Early, IA",42.385656
246,"Odebolt, IA",42.312101
247,"Wall Lake, IA",42.239277
248,"Sac City, IA",42.421958
249,"McCausland, IA",41.74516
250,"Le Claire, IA",41.5770775799534
251,"Panorama Park, IA",41.553519
252,"Long Grove, IA",41.702906999999996
253,"Walcott, IA",41.596474
254,"Davenport, IA",41.57466
255,"Bettendorf, IA",41.572463
256,"Riverdale, IA",41.536412
257,"Panama, IA",41.761674
258,"Harlan, IA",41.60245
259,"Hospers, IA",43.098203999999996
260,"Hull, IA",43.171287
261,"Raymond, IA",42.451433
262,"Fairbank, IA",42.642142
263,"Gilbertville, IA",42.384643
264,"Evansdale, IA",42.459451
265,"La Porte City, IA",42.297421
266,"Hudson, IA",42.413892
267,"Reinbeck, IA",42.296881
268,"Stanhope, IA",42.209596999999995
269,"Luther, IA",41.950531999999995
270,"Fraser, IA",42.123222999999996
271,"Carlisle, IA",41.511617
272,"Indianola, IA",41.356224
273,"St. Marys, IA",41.324442999999995
274,"Brighton, IA",41.161536
275,"Washington, IA",41.297399
276,"Corydon, IA",40.767978
277,"Seymour, IA",40.666924
278,"Fort Dodge, IA",42.529666999999996
279,"Duncombe, IA",42.472082
280,"Leland, IA",43.356881
281,"Lake Mills, IA",43.426643
282,"Thompson, IA",43.385645
283,"Forest City, IA",43.261699
284,"Decorah, IA",43.306069
285,"Ridgeway, IA",43.25525
286,"Sioux City, IA",42.495311
287,"Lawton, IA",42.474767
288,"Sergeant Bluff, IA",42.385958868480294
289,"Sloan, IA",42.2151367517153
290,"Joice, IA",43.357094
291,"Manly, IA",43.276775
292,"Belmond, IA",42.856386
293,"Clarion, IA",42.731654999999996
294,"Eagle Grove, IA",42.666515
295,"Shell Rock, IA",42.709565
296,"Bristow, IA",42.758904
297,"Allison, IA",42.822041
298,"Clarksville, IA",42.832845999999996
299,"Parkersburg, IA",42.642461999999995
300,"Manson, IA",42.517058999999996
301,"Pomeroy, IA",42.559208
302,"Rockwell City, IA",42.39733
303,"Rinard, IA",42.310766
304,"Knierim, IA",42.473378
305,"Yetter, IA",42.303723
306,"Lidderdale, IA",42.107209
307,"Willey, IA",42.007447
308,"Westside, IA",41.994105999999995
309,"Dedham, IA",41.862894999999995
310,"Elkport, IA",42.80148
311,"Millville, IA",42.719899074214396
312,"Frederika, IA",42.818433
313,"Tripoli, IA",42.818400000000004
314,"Sumner, IA",42.849416
315,"Aurora, IA",42.570367
316,"Winthrop, IA",42.468275
317,"Walker, IA",42.313527
318,"Urbana, IA",42.244595
319,"Brandon, IA",42.304210999999995
320,"Truesdale, IA",42.74884
321,"Sioux Rapids, IA",42.909907
322,"Lakeside, IA",42.640946
323,"Schaller, IA",42.489259
324,"Deloit, IA",42.124584
325,"Danbury, IA",42.211408
326,"Charter Oak, IA",42.037254
327,"Buck Grove, IA",41.906676999999995
328,"Woodward, IA",41.863397
329,"Dallas Center, IA",41.682353
330,"Minburn, IA",41.769019
331,"Linden, IA",41.623551
332,"De Soto, IA",41.503191
333,"Redfield, IA",41.600974
334,"Wadena, IA",42.893671
335,"Strawberry Point, IA",42.732188
336,"Low Moor, IA",41.859013
337,"Princeton, IA",41.656567286274395
338,"Grand Mound, IA",41.814668999999995
339,"Dixon, IA",41.744498
340,"New Liberty, IA",41.771507
341,"Baldwin, IA",42.032841
342,"Welton, IA",41.901796999999995
343,"Andover, IA",41.9774958925262
344,"Ryan, IA",42.383719
345,"Van Meter, IA",41.575049
346,"Floris, IA",40.899342999999995
